Sim Number,Strategy,End Bankroll,Start Bankroll,Dice Rolls
4767,hammerlock,130.0,200,56
4767,knockout,130.0,200,56
4767,pass2come,215.0,200,56
4768,corey,149.0,200,77
4768,coreynofield,169.0,200,77
4768,hammerlock,166.0,200,77
4768,knockout,190.0,200,77
4768,pass2come,195.0,200,77
4769,corey,114.0,200,83
4769,coreynofield,124.0,200,83
4769,hammerlock,220.0,200,83
4769,knockout,205.0,200,83
4769,pass2come,130.0,200,83
4770,corey,280.0,200,92
4770,coreynofield,265.0,200,92
4770,hammerlock,194.0,200,92
4770,knockout,250.0,200,92
4770,pass2come,225.0,200,92
4771,corey,116.0,200,63
4771,coreynofield,156.0,200,63
4771,hammerlock,104.0,200,63
4771,knockout,190.0,200,63
4771,pass2come,170.0,200,63
4772,corey,193.0,200,66
4772,coreynofield,248.0,200,66
4772,hammerlock,232.0,200,66
4772,knockout,135.0,200,66
4772,pass2come,210.0,200,66
4773,corey,228.0,200,92
4773,coreynofield,233.0,200,92
4773,hammerlock,199.0,200,92
4773,knockout,235.0,200,92
4773,pass2come,205.0,200,92
4774,corey,103.0,200,66
4774,coreynofield,168.0,200,66
4774,hammerlock,215.0,200,66
4774,knockout,135.0,200,66
4774,pass2come,180.0,200,66
4775,corey,236.0,200,66
4775,coreynofield,226.0,200,66
4775,hammerlock,273.0,200,66
4775,knockout,125.0,200,66
4775,pass2come,220.0,200,66
4776,corey,270.0,200,130
4776,coreynofield,250.0,200,130
4776,hammerlock,254.0,200,130
4776,knockout,260.0,200,130
4776,pass2come,210.0,200,130
4777,corey,129.0,200,85
4777,coreynofield,184.0,200,85
4777,hammerlock,329.0,200,85
4777,knockout,90.0,200,85
4777,pass2come,190.0,200,85
4778,corey,72.0,200,83
4778,coreynofield,127.0,200,83
4778,hammerlock,302.0,200,83
4778,knockout,95.0,200,83
4778,pass2come,125.0,200,83
4779,corey,234.0,200,137
4779,coreynofield,209.0,200,137
4779,hammerlock,160.0,200,137
4779,knockout,415.0,200,137
4779,pass2come,225.0,200,137
4780,corey,230.0,200,102
4780,coreynofield,270.0,200,102
4780,hammerlock,143.0,200,102
4780,knockout,340.0,200,102
4780,pass2come,270.0,200,102
4781,corey,119.0,200,85
4781,coreynofield,94.0,200,85
4781,hammerlock,246.0,200,85
4781,knockout,135.0,200,85
4781,pass2come,130.0,200,85
4782,corey,115.0,200,61
4782,coreynofield,145.0,200,61
4782,hammerlock,254.0,200,61
4782,knockout,165.0,200,61
4782,pass2come,175.0,200,61
4783,corey,142.0,200,99
4783,coreynofield,197.0,200,99
4783,hammerlock,245.0,200,99
4783,knockout,270.0,200,99
4783,pass2come,215.0,200,99
4784,corey,79.0,200,57
4784,coreynofield,104.0,200,57
4784,hammerlock,126.0,200,57
4784,knockout,135.0,200,57
4784,pass2come,130.0,200,57
4785,corey,62.0,200,54
4785,coreynofield,127.0,200,54
4785,hammerlock,304.0,200,54
4785,knockout,60.0,200,54
4785,pass2come,145.0,200,54
4786,corey,119.0,200,69
4786,coreynofield,189.0,200,69
4786,hammerlock,302.0,200,69
4786,knockout,110.0,200,69
4786,pass2come,195.0,200,69
4787,corey,266.0,200,148
4787,coreynofield,276.0,200,148
4787,hammerlock,10.0,200,148
4787,knockout,465.0,200,148
4787,pass2come,220.0,200,148
4788,corey,282.0,200,89
4788,coreynofield,242.0,200,89
4788,hammerlock,133.0,200,89
4788,knockout,225.0,200,89
4788,pass2come,250.0,200,89
4789,corey,168.0,200,80
4789,coreynofield,203.0,200,80
4789,hammerlock,210.0,200,80
4789,knockout,150.0,200,80
4789,pass2come,215.0,200,80
4790,corey,82.0,200,60
4790,coreynofield,122.0,200,60
4790,hammerlock,288.0,200,60
4790,knockout,80.0,200,60
4790,pass2come,150.0,200,60
4791,corey,207.0,200,92
4791,coreynofield,237.0,200,92
4791,hammerlock,233.0,200,92
4791,knockout,225.0,200,92
4791,pass2come,175.0,200,92
4792,corey,193.0,200,102
4792,coreynofield,238.0,200,102
4792,hammerlock,285.0,200,102
4792,knockout,175.0,200,102
4792,pass2come,220.0,200,102
4793,corey,139.0,200,50
4793,coreynofield,154.0,200,50
4793,hammerlock,140.0,200,50
4793,knockout,120.0,200,50
4793,pass2come,150.0,200,50
4794,corey,109.0,200,102
4794,coreynofield,144.0,200,102
4794,hammerlock,227.0,200,102
4794,knockout,240.0,200,102
4794,pass2come,180.0,200,102
4795,corey,219.0,200,80
4795,coreynofield,194.0,200,80
4795,hammerlock,225.0,200,80
4795,knockout,140.0,200,80
4795,pass2come,220.0,200,80
4796,corey,114.0,200,80
4796,coreynofield,149.0,200,80
4796,hammerlock,101.0,200,80
4796,knockout,255.0,200,80
4796,pass2come,165.0,200,80
4797,corey,176.0,200,67
4797,coreynofield,156.0,200,67
4797,hammerlock,217.0,200,67
4797,knockout,75.0,200,67
4797,pass2come,170.0,200,67
4798,corey,272.0,200,115
4798,coreynofield,257.0,200,115
4798,hammerlock,66.0,200,115
4798,knockout,440.0,200,115
4798,pass2come,235.0,200,115
4799,corey,200.0,200,100
4799,coreynofield,255.0,200,100
4799,hammerlock,111.0,200,100
4799,knockout,285.0,200,100
4799,pass2come,215.0,200,100
4800,corey,269.0,200,120
4800,coreynofield,344.0,200,120
4800,hammerlock,61.0,200,120
4800,knockout,470.0,200,120
4800,pass2come,300.0,200,120
4801,corey,320.0,200,128
4801,coreynofield,330.0,200,128
4801,hammerlock,19.0,200,128
4801,knockout,485.0,200,128
4801,pass2come,230.0,200,128
4802,corey,136.0,200,86
4802,coreynofield,131.0,200,86
4802,hammerlock,277.0,200,86
4802,knockout,120.0,200,86
4802,pass2come,145.0,200,86
4803,corey,311.0,200,121
4803,coreynofield,311.0,200,121
4803,hammerlock,94.0,200,121
4803,knockout,360.0,200,121
4803,pass2come,275.0,200,121
4804,corey,192.0,200,64
4804,coreynofield,162.0,200,64
4804,hammerlock,177.0,200,64
4804,knockout,170.0,200,64
4804,pass2come,200.0,200,64
4805,corey,178.0,200,80
4805,coreynofield,188.0,200,80
4805,hammerlock,288.0,200,80
4805,knockout,185.0,200,80
4805,pass2come,170.0,200,80
4806,corey,182.0,200,56
4806,coreynofield,232.0,200,56
4806,hammerlock,175.0,200,56
4806,knockout,150.0,200,56
4806,pass2come,220.0,200,56
4807,corey,115.0,200,41
4807,coreynofield,120.0,200,41
4807,hammerlock,181.0,200,41
4807,knockout,45.0,200,41
4807,pass2come,180.0,200,41
4808,corey,117.0,200,77
4808,coreynofield,152.0,200,77
4808,hammerlock,286.0,200,77
4808,knockout,120.0,200,77
4808,pass2come,180.0,200,77
4809,corey,149.0,200,58
4809,coreynofield,159.0,200,58
4809,hammerlock,173.0,200,58
4809,knockout,150.0,200,58
4809,pass2come,155.0,200,58
4810,corey,125.0,200,57
4810,coreynofield,175.0,200,57
4810,hammerlock,184.0,200,57
4810,knockout,175.0,200,57
4810,pass2come,145.0,200,57
4811,corey,137.0,200,70
4811,coreynofield,117.0,200,70
4811,hammerlock,274.0,200,70
4811,knockout,10.0,200,70
4811,pass2come,155.0,200,70
4812,corey,131.0,200,51
4812,coreynofield,181.0,200,51
4812,hammerlock,228.0,200,51
4812,knockout,105.0,200,51
4812,pass2come,155.0,200,51
4813,corey,166.0,200,74
4813,coreynofield,166.0,200,74
4813,hammerlock,136.0,200,74
4813,knockout,130.0,200,74
4813,pass2come,170.0,200,74
4814,corey,284.0,200,98
4814,coreynofield,214.0,200,98
4814,hammerlock,327.0,200,98
4814,knockout,115.0,200,98
4814,pass2come,240.0,200,98
4815,corey,161.0,200,91
4815,coreynofield,191.0,200,91
4815,hammerlock,149.0,200,91
4815,knockout,230.0,200,91
4815,pass2come,185.0,200,91
4816,corey,127.0,200,65
4816,coreynofield,127.0,200,65
4816,hammerlock,342.0,200,65
4816,knockout,55.0,200,65
4816,pass2come,155.0,200,65
4817,corey,224.0,200,98
4817,coreynofield,229.0,200,98
4817,hammerlock,157.0,200,98
4817,knockout,245.0,200,98
4817,pass2come,215.0,200,98
4818,corey,102.0,200,69
4818,coreynofield,127.0,200,69
4818,hammerlock,225.0,200,69
4818,knockout,110.0,200,69
4818,pass2come,155.0,200,69
4819,corey,201.0,200,83
4819,coreynofield,226.0,200,83
4819,hammerlock,212.0,200,83
4819,knockout,170.0,200,83
4819,pass2come,230.0,200,83
4820,corey,102.0,200,61
4820,coreynofield,137.0,200,61
4820,hammerlock,209.0,200,61
4820,knockout,140.0,200,61
4820,pass2come,135.0,200,61
4821,corey,251.0,200,76
4821,coreynofield,271.0,200,76
4821,hammerlock,11.0,200,76
4821,knockout,290.0,200,76
4821,pass2come,215.0,200,76
4822,corey,236.0,200,119
4822,coreynofield,261.0,200,119
4822,hammerlock,12.0,200,119
4822,knockout,385.0,200,119
4822,pass2come,205.0,200,119
4823,corey,287.0,200,128
4823,coreynofield,262.0,200,128
4823,hammerlock,184.0,200,128
4823,knockout,355.0,200,128
4823,pass2come,230.0,200,128
4824,corey,260.0,200,123
4824,coreynofield,245.0,200,123
4824,hammerlock,106.0,200,123
4824,knockout,380.0,200,123
4824,pass2come,225.0,200,123
4825,corey,72.0,200,49
4825,coreynofield,117.0,200,49
4825,hammerlock,376.0,200,49
4825,knockout,10.0,200,49
4825,pass2come,155.0,200,49
4826,corey,155.0,200,101
4826,coreynofield,155.0,200,101
4826,hammerlock,305.0,200,101
4826,knockout,115.0,200,101
4826,pass2come,185.0,200,101
4827,corey,124.0,200,72
4827,coreynofield,139.0,200,72
4827,hammerlock,245.0,200,72
4827,knockout,90.0,200,72
4827,pass2come,175.0,200,72
4828,corey,225.0,200,85
4828,coreynofield,215.0,200,85
4828,hammerlock,292.0,200,85
4828,knockout,200.0,200,85
4828,pass2come,195.0,200,85
4829,corey,221.0,200,86
4829,coreynofield,216.0,200,86
4829,hammerlock,21.0,200,86
4829,knockout,245.0,200,86
4829,pass2come,240.0,200,86
4830,corey,241.0,200,106
4830,coreynofield,171.0,200,106
4830,hammerlock,331.0,200,106
4830,knockout,155.0,200,106
4830,pass2come,185.0,200,106
4831,corey,234.0,200,102
4831,coreynofield,194.0,200,102
4831,hammerlock,340.0,200,102
4831,knockout,120.0,200,102
4831,pass2come,190.0,200,102
4832,corey,144.0,200,59
4832,coreynofield,144.0,200,59
4832,hammerlock,207.0,200,59
4832,knockout,75.0,200,59
4832,pass2come,150.0,200,59
4833,corey,139.0,200,65
4833,coreynofield,149.0,200,65
4833,hammerlock,139.0,200,65
4833,knockout,155.0,200,65
4833,pass2come,155.0,200,65
4834,corey,37.0,200,75
4834,coreynofield,92.0,200,75
4834,hammerlock,294.0,200,75
4834,knockout,100.0,200,75
4834,pass2come,130.0,200,75
4835,corey,124.0,200,73
4835,coreynofield,139.0,200,73
4835,hammerlock,317.0,200,73
4835,knockout,75.0,200,73
4835,pass2come,165.0,200,73
4836,corey,136.0,200,74
4836,coreynofield,146.0,200,74
4836,hammerlock,221.0,200,74
4836,knockout,195.0,200,74
4836,pass2come,170.0,200,74
4837,corey,219.0,200,69
4837,coreynofield,154.0,200,69
4837,hammerlock,175.0,200,69
4837,knockout,170.0,200,69
4837,pass2come,140.0,200,69
4838,corey,185.0,200,70
4838,coreynofield,180.0,200,70
4838,hammerlock,123.0,200,70
4838,knockout,140.0,200,70
4838,pass2come,220.0,200,70
4839,corey,149.0,200,66
4839,coreynofield,124.0,200,66
4839,hammerlock,185.0,200,66
4839,knockout,90.0,200,66
4839,pass2come,170.0,200,66
4840,corey,201.0,200,68
4840,coreynofield,176.0,200,68
4840,hammerlock,209.0,200,68
4840,knockout,90.0,200,68
4840,pass2come,180.0,200,68
4841,corey,179.0,200,84
4841,coreynofield,229.0,200,84
4841,hammerlock,19.0,200,84
4841,knockout,285.0,200,84
4841,pass2come,215.0,200,84
4842,corey,62.0,200,56
4842,coreynofield,77.0,200,56
4842,hammerlock,238.0,200,56
4842,knockout,95.0,200,56
4842,pass2come,105.0,200,56
4843,corey,299.0,200,121
4843,coreynofield,254.0,200,121
4843,hammerlock,84.0,200,121
4843,knockout,340.0,200,121
4843,pass2come,230.0,200,121
4844,corey,161.0,200,57
4844,coreynofield,176.0,200,57
4844,hammerlock,184.0,200,57
4844,knockout,185.0,200,57
4844,pass2come,160.0,200,57
4845,corey,65.0,200,80
4845,coreynofield,90.0,200,80
4845,hammerlock,418.0,200,80
4845,knockout,15.0,200,80
4845,pass2come,140.0,200,80
4846,corey,114.0,200,60
4846,coreynofield,139.0,200,60
4846,hammerlock,207.0,200,60
4846,knockout,90.0,200,60
4846,pass2come,165.0,200,60
4847,corey,161.0,200,77
4847,coreynofield,146.0,200,77
4847,hammerlock,219.0,200,77
4847,knockout,175.0,200,77
4847,pass2come,150.0,200,77
4848,corey,100.0,200,67
4848,coreynofield,100.0,200,67
4848,hammerlock,297.0,200,67
4848,knockout,35.0,200,67
4848,pass2come,130.0,200,67
4849,corey,251.0,200,96
4849,coreynofield,221.0,200,96
4849,hammerlock,14.0,200,96
4849,knockout,305.0,200,96
4849,pass2come,235.0,200,96
4850,corey,115.0,200,78
4850,coreynofield,115.0,200,78
4850,hammerlock,245.0,200,78
4850,knockout,95.0,200,78
4850,pass2come,165.0,200,78
4851,corey,159.0,200,67
4851,coreynofield,164.0,200,67
4851,hammerlock,215.0,200,67
4851,knockout,145.0,200,67
4851,pass2come,150.0,200,67
4852,corey,222.0,200,103
4852,coreynofield,242.0,200,103
4852,hammerlock,200.0,200,103
4852,knockout,295.0,200,103
4852,pass2come,200.0,200,103
4853,corey,239.0,200,113
4853,coreynofield,219.0,200,113
4853,hammerlock,178.0,200,113
4853,knockout,280.0,200,113
4853,pass2come,205.0,200,113
4854,corey,131.0,200,72
4854,coreynofield,156.0,200,72
4854,hammerlock,309.0,200,72
4854,knockout,70.0,200,72
4854,pass2come,170.0,200,72
4855,corey,153.0,200,70
4855,coreynofield,263.0,200,70
4855,hammerlock,230.0,200,70
4855,knockout,165.0,200,70
4855,pass2come,265.0,200,70
4856,corey,173.0,200,108
4856,coreynofield,223.0,200,108
4856,hammerlock,10.0,200,108
4856,knockout,345.0,200,108
4856,pass2come,195.0,200,108
4857,corey,124.0,200,62
4857,coreynofield,119.0,200,62
4857,hammerlock,217.0,200,62
4857,knockout,80.0,200,62
4857,pass2come,135.0,200,62
4858,corey,192.0,200,61
4858,coreynofield,232.0,200,61
4858,hammerlock,141.0,200,61
4858,knockout,275.0,200,61
4858,pass2come,180.0,200,61
4859,corey,220.0,200,75
4859,coreynofield,265.0,200,75
4859,hammerlock,174.0,200,75
4859,knockout,185.0,200,75
4859,pass2come,225.0,200,75
4860,corey,181.0,200,88
4860,coreynofield,221.0,200,88
4860,hammerlock,168.0,200,88
4860,knockout,190.0,200,88
4860,pass2come,245.0,200,88
4861,corey,188.0,200,71
4861,coreynofield,203.0,200,71
4861,hammerlock,20.0,200,71
4861,knockout,265.0,200,71
4861,pass2come,195.0,200,71
4862,corey,139.0,200,77
4862,coreynofield,144.0,200,77
4862,hammerlock,172.0,200,77
4862,knockout,145.0,200,77
4862,pass2come,150.0,200,77
4863,corey,221.0,200,100
4863,coreynofield,256.0,200,100
4863,hammerlock,173.0,200,100
4863,knockout,205.0,200,100
4863,pass2come,250.0,200,100
4864,corey,231.0,200,82
4864,coreynofield,171.0,200,82
4864,hammerlock,135.0,200,82
4864,knockout,200.0,200,82
4864,pass2come,185.0,200,82
4865,corey,168.0,200,78
4865,coreynofield,223.0,200,78
4865,hammerlock,190.0,200,78
4865,knockout,205.0,200,78
4865,pass2come,205.0,200,78
4866,corey,144.0,200,104
4866,coreynofield,169.0,200,104
4866,hammerlock,239.0,200,104
4866,knockout,245.0,200,104
4866,pass2come,175.0,200,104
4867,corey,161.0,200,75
4867,coreynofield,196.0,200,75
4867,hammerlock,223.0,200,75
4867,knockout,170.0,200,75
4867,pass2come,190.0,200,75
4868,corey,147.0,200,88
4868,coreynofield,157.0,200,88
4868,hammerlock,345.0,200,88
4868,knockout,105.0,200,88
4868,pass2come,205.0,200,88
4869,corey,141.0,200,116
4869,coreynofield,191.0,200,116
4869,hammerlock,287.0,200,116
4869,knockout,195.0,200,116
4869,pass2come,185.0,200,116
4870,corey,166.0,200,99
4870,coreynofield,166.0,200,99
4870,hammerlock,295.0,200,99
4870,knockout,190.0,200,99
4870,pass2come,150.0,200,99
4871,corey,154.0,200,101
4871,coreynofield,159.0,200,101
4871,hammerlock,198.0,200,101
4871,knockout,200.0,200,101
4871,pass2come,175.0,200,101
4872,corey,114.0,200,60
4872,coreynofield,139.0,200,60
4872,hammerlock,190.0,200,60
4872,knockout,115.0,200,60
4872,pass2come,155.0,200,60
4873,corey,57.0,200,54
4873,coreynofield,97.0,200,54
4873,hammerlock,240.0,200,54
4873,knockout,70.0,200,54
4873,pass2come,145.0,200,54
4874,corey,282.0,200,79
4874,coreynofield,202.0,200,79
4874,hammerlock,151.0,200,79
4874,knockout,200.0,200,79
4874,pass2come,210.0,200,79
4875,corey,201.0,200,64
4875,coreynofield,176.0,200,64
4875,hammerlock,221.0,200,64
4875,knockout,100.0,200,64
4875,pass2come,180.0,200,64
4876,corey,66.0,200,63
4876,coreynofield,106.0,200,63
4876,hammerlock,115.0,200,63
4876,knockout,160.0,200,63
4876,pass2come,130.0,200,63
4877,corey,139.0,200,57
4877,coreynofield,169.0,200,57
4877,hammerlock,264.0,200,57
4877,knockout,80.0,200,57
4877,pass2come,185.0,200,57
4878,corey,122.0,200,94
4878,coreynofield,127.0,200,94
4878,hammerlock,258.0,200,94
4878,knockout,145.0,200,94
4878,pass2come,165.0,200,94
4879,corey,250.0,200,108
4879,coreynofield,250.0,200,108
4879,hammerlock,108.0,200,108
4879,knockout,295.0,200,108
4879,pass2come,250.0,200,108
4880,corey,254.0,200,88
4880,coreynofield,179.0,200,88
4880,hammerlock,212.0,200,88
4880,knockout,100.0,200,88
4880,pass2come,205.0,200,88
4881,corey,171.0,200,103
4881,coreynofield,161.0,200,103
4881,hammerlock,199.0,200,103
4881,knockout,240.0,200,103
4881,pass2come,145.0,200,103
4882,corey,179.0,200,67
4882,coreynofield,154.0,200,67
4882,hammerlock,207.0,200,67
4882,knockout,115.0,200,67
4882,pass2come,160.0,200,67
4883,corey,171.0,200,72
4883,coreynofield,191.0,200,72
4883,hammerlock,140.0,200,72
4883,knockout,150.0,200,72
4883,pass2come,185.0,200,72
4884,corey,281.0,200,88
4884,coreynofield,211.0,200,88
4884,hammerlock,217.0,200,88
4884,knockout,135.0,200,88
4884,pass2come,225.0,200,88
4885,corey,69.0,200,77
4885,coreynofield,124.0,200,77
4885,hammerlock,346.0,200,77
4885,knockout,140.0,200,77
4885,pass2come,150.0,200,77
4886,corey,131.0,200,82
4886,coreynofield,171.0,200,82
4886,hammerlock,309.0,200,82
4886,knockout,180.0,200,82
4886,pass2come,165.0,200,82
4887,corey,127.0,200,80
4887,coreynofield,132.0,200,80
4887,hammerlock,187.0,200,80
4887,knockout,210.0,200,80
4887,pass2come,150.0,200,80
4888,corey,265.0,200,91
4888,coreynofield,245.0,200,91
4888,hammerlock,10.0,200,91
4888,knockout,260.0,200,91
4888,pass2come,225.0,200,91
4889,corey,221.0,200,96
4889,coreynofield,191.0,200,96
4889,hammerlock,235.0,200,96
4889,knockout,170.0,200,96
4889,pass2come,205.0,200,96
4890,corey,336.0,200,112
4890,coreynofield,256.0,200,112
4890,hammerlock,240.0,200,112
4890,knockout,200.0,200,112
4890,pass2come,240.0,200,112
4891,corey,373.0,200,150
4891,coreynofield,338.0,200,150
4891,hammerlock,123.0,200,150
4891,knockout,485.0,200,150
4891,pass2come,270.0,200,150
4892,corey,227.0,200,114
4892,coreynofield,207.0,200,114
4892,hammerlock,95.0,200,114
4892,knockout,395.0,200,114
4892,pass2come,195.0,200,114
4893,corey,369.0,200,142
4893,coreynofield,344.0,200,142
4893,hammerlock,137.0,200,142
4893,knockout,350.0,200,142
4893,pass2come,280.0,200,142
4894,corey,279.0,200,112
4894,coreynofield,309.0,200,112
4894,hammerlock,201.0,200,112
4894,knockout,365.0,200,112
4894,pass2come,255.0,200,112
4895,corey,106.0,200,70
4895,coreynofield,141.0,200,70
4895,hammerlock,200.0,200,70
4895,knockout,90.0,200,70
4895,pass2come,175.0,200,70
4896,corey,144.0,200,93
4896,coreynofield,154.0,200,93
4896,hammerlock,212.0,200,93
4896,knockout,210.0,200,93
4896,pass2come,160.0,200,93
4897,corey,324.0,200,117
4897,coreynofield,289.0,200,117
4897,hammerlock,139.0,200,117
4897,knockout,315.0,200,117
4897,pass2come,255.0,200,117
4898,corey,173.0,200,75
4898,coreynofield,193.0,200,75
4898,hammerlock,129.0,200,75
4898,knockout,220.0,200,75
4898,pass2come,185.0,200,75
4899,corey,199.0,200,75
4899,coreynofield,179.0,200,75
4899,hammerlock,255.0,200,75
4899,knockout,75.0,200,75
4899,pass2come,205.0,200,75
4900,corey,157.0,200,75
4900,coreynofield,117.0,200,75
4900,hammerlock,226.0,200,75
4900,knockout,70.0,200,75
4900,pass2come,145.0,200,75
4901,corey,207.0,200,49
4901,coreynofield,212.0,200,49
4901,hammerlock,186.0,200,49
4901,knockout,85.0,200,49
4901,pass2come,210.0,200,49
